seconds,cpu,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice
1682632068.273976,cpu,213186,0,15817,506634,1939,0,833,0,0,0
1682632068.774265,cpu,213278,0,15818,506741,1939,0,833,0,0,0
1682632069.274203,cpu,213334,0,15822,506879,1939,0,834,0,0,0
1682632069.774454,cpu,213427,0,15822,506986,1939,0,834,0,0,0
1682632070.274505,cpu,213487,0,15826,507121,1939,0,835,0,0,0
1682632070.774812,cpu,213580,0,15826,507227,1939,0,835,0,0,0
1682632071.274812,cpu,213642,0,15832,507361,1939,0,835,0,0,0
1682632071.775099,cpu,213735,0,15832,507468,1939,0,835,0,0,0
1682632072.275104,cpu,213802,0,15835,507598,1939,0,835,0,0,0
1682632072.775364,cpu,213896,0,15836,507704,1939,0,835,0,0,0
1682632073.275382,cpu,213952,0,15839,507841,1939,0,837,0,0,0
1682632073.775608,cpu,214047,0,15839,507948,1939,0,837,0,0,0
1682632074.275656,cpu,214098,0,15843,508090,1939,0,837,0,0,0
1682632074.775884,cpu,214185,0,15849,508197,1939,0,837,0,0,0
1682632075.275999,cpu,214237,0,15852,508338,1940,0,838,0,0,0
1682632075.776188,cpu,214331,0,15852,508445,1940,0,838,0,0,0
1682632076.276249,cpu,214392,0,15856,508578,1940,0,839,0,0,0
1682632076.776573,cpu,214486,0,15858,508686,1940,0,839,0,0,0
1682632077.276555,cpu,214531,0,15864,508830,1940,0,839,0,0,0
1682632077.776863,cpu,214623,0,15865,508937,1940,0,839,0,0,0
1682632078.284574,cpu,214679,0,15870,509077,1940,0,840,0,0,0
1682632078.784785,cpu,214771,0,15871,509185,1940,0,840,0,0,0
1682632079.284855,cpu,214820,0,15873,509331,1940,0,841,0,0,0
1682632079.785122,cpu,214910,0,15873,509440,1940,0,841,0,0,0
1682632080.285173,cpu,214967,0,15879,509578,1940,0,842,0,0,0
1682632080.785536,cpu,215060,0,15879,509684,1940,0,842,0,0,0
1682632081.285494,cpu,215127,0,15884,509811,1940,0,842,0,0,0
1682632081.785710,cpu,215220,0,15884,509918,1940,0,842,0,0,0
1682632082.285721,cpu,215274,0,15887,510059,1940,0,843,0,0,0
1682632082.785918,cpu,215368,0,15888,510165,1940,0,843,0,0,0
1682632083.286053,cpu,215411,0,15894,510313,1940,0,845,0,0,0
1682632083.786230,cpu,215502,0,15894,510419,1940,0,845,0,0,0
1682632084.286293,cpu,215563,0,15896,510554,1940,0,845,0,0,0
1682632084.786525,cpu,215656,0,15896,510660,1940,0,845,0,0,0
1682632085.286913,cpu,215702,0,15900,510808,1940,0,846,0,0,0
1682632085.787036,cpu,215792,0,15901,510915,1940,0,846,0,0,0
1682632086.287152,cpu,215849,0,15904,511053,1940,0,848,0,0,0
1682632086.787342,cpu,215941,0,15905,511160,1940,0,848,0,0,0
1682632087.287406,cpu,215990,0,15913,511302,1940,0,848,0,0,0
1682632087.787622,cpu,216076,0,15914,511415,1940,0,848,0,0,0
1682632088.287691,cpu,216139,0,15916,511548,1940,0,848,0,0,0
1682632088.787930,cpu,216229,0,15916,511659,1940,0,848,0,0,0
1682632089.300581,cpu,216294,0,15920,511794,1940,0,849,0,0,0
1682632089.800786,cpu,216387,0,15920,511900,1940,0,849,0,0,0
1682632090.300878,cpu,216446,0,15923,512037,1940,0,850,0,0,0
1682632090.801035,cpu,216539,0,15924,512143,1940,0,850,0,0,0
1682632091.301105,cpu,216592,0,15928,512285,1940,0,850,0,0,0
1682632091.801372,cpu,216684,0,15930,512392,1940,0,850,0,0,0
1682632092.301462,cpu,216738,0,15933,512533,1940,0,850,0,0,0
1682632092.801638,cpu,216831,0,15934,512640,1940,0,850,0,0,0
1682632093.301759,cpu,216884,0,15937,512781,1940,0,851,0,0,0
1682632093.801930,cpu,216977,0,15937,512888,1940,0,851,0,0,0
1682632094.301956,cpu,217038,0,15942,513022,1940,0,851,0,0,0
1682632094.802413,cpu,217130,0,15942,513128,1940,0,851,0,0,0
1682632095.302248,cpu,217184,0,15948,513268,1940,0,852,0,0,0
1682632095.802447,cpu,217278,0,15948,513375,1940,0,852,0,0,0
1682632096.302520,cpu,217348,0,15952,513499,1940,0,853,0,0,0
1682632096.802721,cpu,217442,0,15952,513605,1940,0,853,0,0,0
1682632097.302730,cpu,217451,0,15954,513793,1940,0,853,0,0,0
1682632097.802876,cpu,217467,0,15956,513974,1941,0,853,0,0,0
